Athlete Name,Athlete Position,Athlete Groups,Start Date,Session Type,Segment Name,Duration (mins),Session Load,Distance (m),Metres per Minute (m),High Intensity Running (m),No. of High Intensity Events,Sprint Distance (m),No. of Sprints,Top Speed (m/s),Percentage of Max Speed,Avg Speed (m/s),Accelerations,Decelerations
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2025-09-21,Training Session,Whole Session,65.0,710.0,4187.0,64.0,36.0,5.0,23.0,1.0,8.0,95.7,1.1,64.0,45.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2025-09-21,Training Session,Whole Session,65.0,635.0,4220.0,65.0,72.0,9.0,6.0,1.0,7.1,92.2,1.1,51.0,32.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2025-09-21,Training Session,Whole Session,65.0,855.0,4833.0,74.0,69.0,10.0,18.0,1.0,7.4,91.4,1.2,75.0,53.0
Robert elliott,Centre Defensive Midfielder,UNCG,2025-09-21,Training Session,Whole Session,65.0,616.0,4081.0,63.0,39.0,4.0,0.0,0.0,6.4,76.9,1.0,67.0,33.0
Magnus Kjoeller,Centre Defensive Midfielder,UNCG,2025-09-21,Training Session,Whole Session,65.0,665.0,4502.0,69.0,55.0,8.0,5.0,1.0,7.1,88.4,1.2,69.0,28.0
Colton Sessoms,Centre Forward,UNCG,2025-09-21,Training Session,Whole Session,65.0,550.0,4119.0,63.0,24.0,3.0,0.0,0.0,6.3,75.6,1.1,49.0,29.0
Xavi Wences,Centre Midfielder,UNCG,2025-09-21,Training Session,Whole Session,65.0,1218.0,4346.0,67.0,34.0,4.0,0.0,0.0,7.2,86.7,1.1,80.0,60.0
Adam Rustami,Right Winger,UNCG,2025-09-21,Training Session,Whole Session,65.0,642.0,3999.0,62.0,40.0,5.0,22.0,1.0,7.7,91.3,1.0,54.0,36.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2025-09-23,Match Session,Whole Session,90.0,1310.0,8685.0,97.0,207.0,26.0,65.0,3.0,8.2,95.5,1.6,96.0,64.0
Ben,Centre Back,"Defense, UNCG",2025-09-23,Match Session,Whole Session,90.0,11.0,296.0,3.0,0.0,0.0,0.0,0.0,1.7,21.4,0.1,0.0,0.0
Jason Wynia,Centre Back,"Defense, UNCG",2025-09-23,Match Session,Whole Session,90.0,19.0,383.0,4.0,0.0,0.0,0.0,0.0,2.3,27.2,0.1,0.0,0.0
Mason Dancy,Centre Back,"Defense, UNCG",2025-09-23,Match Session,Whole Session,90.0,8.0,235.0,3.0,0.0,0.0,0.0,0.0,1.6,18.5,0.0,0.0,0.0
Sami Lachekar,Centre Back,"Defense, UNCG",2025-09-23,Match Session,Whole Session,90.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,3.8,0.0,0.0,0.0
Téva Lossec,Left Back,"Defense, UNCG",2025-09-23,Match Session,Whole Session,90.0,1682.0,9513.0,106.0,496.0,44.0,86.0,7.0,8.1,92.6,1.8,90.0,68.0
bautista schmidt,Left Back,"Defense, UNCG",2025-09-23,Match Session,Whole Session,90.0,6.0,199.0,2.0,0.0,0.0,0.0,0.0,1.4,17.8,0.0,0.0,0.0
Kimito Fritz,Right Back,"Defense, UNCG",2025-09-23,Match Session,Whole Session,90.0,1414.0,8991.0,100.0,365.0,39.0,199.0,9.0,8.9,104.7,1.7,42.0,61.0
Trym Linberg,Right Back,"Defense, UNCG",2025-09-23,Match Session,Whole Session,90.0,65.0,437.0,5.0,0.0,0.0,0.0,0.0,5.5,64.3,0.1,5.0,2.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2025-09-23,Match Session,Whole Session,90.0,66.0,467.0,5.0,7.0,1.0,0.0,0.0,6.0,73.2,0.1,2.0,2.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2025-09-23,Match Session,Whole Session,90.0,10.0,268.0,3.0,0.0,0.0,0.0,0.0,1.3,16.0,0.0,0.0,0.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2025-09-23,Match Session,Whole Session,90.0,9.0,229.0,3.0,0.0,0.0,0.0,0.0,1.5,19.3,0.0,0.0,0.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2025-09-23,Match Session,Whole Session,90.0,12.0,197.0,2.0,0.0,0.0,0.0,0.0,3.0,36.9,0.0,0.0,0.0
Issah Haruna,Centre Attacking Midfielder,UNCG,2025-09-23,Match Session,Whole Session,90.0,1618.0,8897.0,99.0,542.0,55.0,57.0,5.0,7.8,98.0,1.6,82.0,80.0
Robert elliott,Centre Defensive Midfielder,UNCG,2025-09-23,Match Session,Whole Session,90.0,8.0,212.0,2.0,0.0,0.0,0.0,0.0,1.3,16.3,0.0,0.0,0.0
julien le bourdoulous,Centre Defensive Midfielder,UNCG,2025-09-23,Match Session,Whole Session,90.0,1280.0,8577.0,95.0,177.0,22.0,0.0,0.0,6.8,86.6,1.6,57.0,70.0
Magnus Kjoeller,Centre Defensive Midfielder,UNCG,2025-09-23,Match Session,Whole Session,90.0,22.0,372.0,4.0,0.0,0.0,0.0,0.0,2.9,36.1,0.1,0.0,0.0
Colton Sessoms,Centre Forward,UNCG,2025-09-23,Match Session,Whole Session,90.0,44.0,445.0,5.0,0.0,0.0,0.0,0.0,5.5,66.5,0.1,2.0,1.0
Arnaud Tattevin,Centre Forward,UNCG,2025-09-23,Match Session,Whole Session,90.0,1280.0,8677.0,96.0,441.0,43.0,145.0,11.0,8.3,94.3,1.6,59.0,62.0
Xavi Wences,Centre Midfielder,UNCG,2025-09-23,Match Session,Whole Session,90.0,16.0,153.0,2.0,0.0,0.0,0.0,0.0,1.6,19.1,0.0,0.0,0.0
Daniel Longo,Centre Midfielder,UNCG,2025-09-23,Match Session,Whole Session,90.0,1574.0,9430.0,105.0,368.0,29.0,20.0,4.0,7.2,91.4,1.7,57.0,59.0
Steven Hernandez,Left Winger,UNCG,2025-09-23,Match Session,Whole Session,90.0,1216.0,8107.0,90.0,413.0,44.0,189.0,11.0,8.7,95.4,1.5,62.0,58.0
Adam Rustami,Right Winger,UNCG,2025-09-23,Match Session,Whole Session,90.0,63.0,572.0,6.0,0.0,0.0,0.0,0.0,5.4,64.2,0.1,1.0,4.0
Enzo Dovlo,Right Winger,UNCG,2025-09-23,Match Session,Whole Session,90.0,1430.0,8507.0,95.0,460.0,50.0,173.0,11.0,8.8,101.5,1.6,74.0,78.0
Jason Wynia,Centre Back,"Defense, UNCG",2025-09-25,Training Session,Whole Session,70.0,638.0,4500.0,64.0,17.0,2.0,0.0,0.0,6.9,82.7,1.1,52.0,34.0
Ben,Centre Back,"Defense, UNCG",2025-09-25,Training Session,Whole Session,70.0,642.0,4250.0,61.0,11.0,1.0,0.0,0.0,6.3,78.9,1.0,66.0,28.0
Mason Dancy,Centre Back,"Defense, UNCG",2025-09-25,Training Session,Whole Session,70.0,649.0,3993.0,57.0,24.0,4.0,0.0,0.0,6.0,71.5,0.9,82.0,26.0
bautista schmidt,Left Back,"Defense, UNCG",2025-09-25,Training Session,Whole Session,70.0,666.0,4303.0,61.0,37.0,5.0,0.0,0.0,6.0,76.6,1.0,87.0,54.0
Trym Linberg,Right Back,"Defense, UNCG",2025-09-25,Training Session,Whole Session,70.0,555.0,4029.0,58.0,47.0,7.0,0.0,0.0,6.5,76.6,1.0,70.0,37.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2025-09-25,Training Session,Whole Session,70.0,589.0,3892.0,56.0,9.0,1.0,0.0,0.0,6.1,74.7,0.9,78.0,43.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2025-09-25,Training Session,Whole Session,70.0,683.0,4122.0,59.0,12.0,1.0,0.0,0.0,6.3,75.1,1.0,52.0,26.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2025-09-25,Training Session,Whole Session,70.0,618.0,4097.0,59.0,8.0,2.0,0.0,0.0,5.7,73.3,1.0,69.0,35.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2025-09-25,Training Session,Whole Session,70.0,786.0,4599.0,66.0,10.0,2.0,0.0,0.0,5.8,72.1,1.1,94.0,39.0
Magnus Kjoeller,Centre Defensive Midfielder,UNCG,2025-09-25,Training Session,Whole Session,70.0,581.0,4213.0,60.0,18.0,2.0,0.0,0.0,6.0,74.5,1.0,90.0,27.0
Robert elliott,Centre Defensive Midfielder,UNCG,2025-09-25,Training Session,Whole Session,70.0,536.0,3663.0,52.0,21.0,3.0,0.0,0.0,6.3,75.8,0.9,61.0,24.0
Colton Sessoms,Centre Forward,UNCG,2025-09-25,Training Session,Whole Session,70.0,442.0,3399.0,49.0,20.0,2.0,0.0,0.0,6.7,81.4,0.8,65.0,22.0
Xavi Wences,Centre Midfielder,UNCG,2025-09-25,Training Session,Whole Session,70.0,1151.0,4097.0,59.0,11.0,2.0,0.0,0.0,6.1,73.6,1.0,78.0,69.0
Adam Rustami,Right Winger,UNCG,2025-09-25,Training Session,Whole Session,70.0,673.0,4041.0,58.0,27.0,5.0,0.0,0.0,6.0,70.8,1.0,65.0,32.0
Mason Dancy,Centre Back,"Defense, UNCG",2025-09-26,Training Session,Whole Session,90.0,522.0,4390.0,49.0,28.0,3.0,0.0,0.0,6.3,74.7,0.8,50.0,23.0
Ben,Centre Back,"Defense, UNCG",2025-09-26,Training Session,Whole Session,90.0,597.0,4671.0,52.0,18.0,2.0,0.0,0.0,5.8,72.6,0.9,46.0,22.0
Sami Lachekar,Centre Back,"Defense, UNCG",2025-09-26,Training Session,Whole Session,90.0,620.0,4741.0,53.0,25.0,2.0,0.0,0.0,6.6,77.7,0.9,63.0,30.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2025-09-26,Training Session,Whole Session,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Wynia,Centre Back,"Defense, UNCG",2025-09-26,Training Session,Whole Session,90.0,81.0,421.0,5.0,0.0,0.0,0.0,0.0,5.2,62.7,0.1,9.0,7.0
bautista schmidt,Left Back,"Defense, UNCG",2025-09-26,Training Session,Whole Session,90.0,556.0,4398.0,49.0,86.0,8.0,0.0,0.0,6.8,85.8,0.8,84.0,49.0
Téva Lossec,Left Back,"Defense, UNCG",2025-09-26,Training Session,Whole Session,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trym Linberg,Right Back,"Defense, UNCG",2025-09-26,Training Session,Whole Session,90.0,529.0,4384.0,49.0,50.0,4.0,0.0,0.0,6.7,79.1,0.8,89.0,43.0
Kimito Fritz,Right Back,"Defense, UNCG",2025-09-26,Training Session,Whole Session,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2025-09-26,Training Session,Whole Session,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2025-09-26,Training Session,Whole Session,90.0,635.0,4718.0,52.0,92.0,6.0,0.0,0.0,6.5,78.0,0.9,56.0,29.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2025-09-26,Training Session,Whole Session,90.0,491.0,4492.0,50.0,0.0,0.0,0.0,0.0,5.3,68.5,0.8,60.0,16.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2025-09-26,Training Session,Whole Session,90.0,767.0,5278.0,59.0,85.0,12.0,0.0,0.0,6.1,75.8,1.0,101.0,43.0
Issah Haruna,Centre Attacking Midfielder,UNCG,2025-09-26,Training Session,Whole Session,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert elliott,Centre Defensive Midfielder,UNCG,2025-09-26,Training Session,Whole Session,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
julien le bourdoulous,Centre Defensive Midfielder,UNCG,2025-09-26,Training Session,Whole Session,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magnus Kjoeller,Centre Defensive Midfielder,UNCG,2025-09-26,Training Session,Whole Session,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colton Sessoms,Centre Forward,UNCG,2025-09-26,Training Session,Whole Session,90.0,415.0,3824.0,42.0,52.0,5.0,0.0,0.0,6.1,74.3,0.7,52.0,15.0
Arnaud Tattevin,Centre Forward,UNCG,2025-09-26,Training Session,Whole Session,90.0,721.0,4893.0,54.0,50.0,8.0,0.0,0.0,6.1,69.9,0.9,90.0,51.0
Daniel Longo,Centre Midfielder,UNCG,2025-09-26,Training Session,Whole Session,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xavi Wences,Centre Midfielder,UNCG,2025-09-26,Training Session,Whole Session,90.0,1270.0,4892.0,54.0,37.0,7.0,0.0,0.0,6.9,83.5,0.9,96.0,72.0
Steven Hernandez,Left Winger,UNCG,2025-09-26,Training Session,Whole Session,90.0,610.0,4449.0,49.0,175.0,18.0,0.0,0.0,6.8,74.6,0.8,68.0,33.0
Enzo Dovlo,Right Winger,UNCG,2025-09-26,Training Session,Whole Session,90.0,568.0,4299.0,48.0,14.0,2.0,0.0,0.0,5.9,67.0,0.8,38.0,25.0
Adam Rustami,Right Winger,UNCG,2025-09-26,Training Session,Whole Session,90.0,511.0,3861.0,43.0,8.0,2.0,0.0,0.0,5.6,66.4,0.7,65.0,27.0
Mason Dancy,Centre Back,"Defense, UNCG",2025-09-27,Training Session,Whole Session,98.0,496.0,4313.0,44.0,13.0,3.0,9.0,1.0,7.6,89.8,0.7,51.0,22.0
Ben,Centre Back,"Defense, UNCG",2025-09-27,Training Session,Whole Session,98.0,473.0,4383.0,45.0,14.0,1.0,0.0,0.0,6.5,81.4,0.7,46.0,32.0
Jason Wynia,Centre Back,"Defense, UNCG",2025-09-27,Training Session,Whole Session,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2025-09-27,Training Session,Whole Session,98.0,507.0,4331.0,44.0,27.0,4.0,0.0,0.0,6.6,77.1,0.7,59.0,40.0
Sami Lachekar,Centre Back,"Defense, UNCG",2025-09-27,Training Session,Whole Session,98.0,455.0,4064.0,41.0,24.0,2.0,6.0,1.0,7.3,85.1,0.7,47.0,32.0
bautista schmidt,Left Back,"Defense, UNCG",2025-09-27,Training Session,Whole Session,98.0,519.0,4474.0,46.0,110.0,10.0,0.0,0.0,6.6,83.7,0.8,73.0,60.0
Téva Lossec,Left Back,"Defense, UNCG",2025-09-27,Training Session,Whole Session,98.0,702.0,4948.0,50.0,73.0,8.0,0.0,0.0,6.6,76.0,0.8,58.0,34.0
Kimito Fritz,Right Back,"Defense, UNCG",2025-09-27,Training Session,Whole Session,98.0,629.0,4872.0,50.0,49.0,7.0,0.0,0.0,6.5,73.8,0.8,74.0,50.0
Trym Linberg,Right Back,"Defense, UNCG",2025-09-27,Training Session,Whole Session,98.0,653.0,4931.0,50.0,126.0,13.0,38.0,3.0,8.0,93.7,0.8,82.0,65.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2025-09-27,Training Session,Whole Session,98.0,559.0,4432.0,45.0,55.0,7.0,15.0,1.0,7.8,94.5,0.8,61.0,33.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2025-09-27,Training Session,Whole Session,98.0,677.0,5044.0,51.0,106.0,11.0,19.0,1.0,7.8,93.7,0.9,41.0,45.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2025-09-27,Training Session,Whole Session,98.0,577.0,4579.0,47.0,40.0,3.0,0.0,0.0,6.6,84.7,0.8,61.0,30.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2025-09-27,Training Session,Whole Session,98.0,746.0,5023.0,51.0,88.0,9.0,4.0,1.0,7.1,88.1,0.9,70.0,48.0
Issah Haruna,Centre Attacking Midfielder,UNCG,2025-09-27,Training Session,Whole Session,98.0,627.0,3885.0,40.0,143.0,12.0,0.0,0.0,6.9,86.1,0.7,74.0,39.0
julien le bourdoulous,Centre Defensive Midfielder,UNCG,2025-09-27,Training Session,Whole Session,98.0,549.0,4449.0,45.0,61.0,8.0,0.0,0.0,6.4,81.0,0.8,57.0,43.0
Robert elliott,Centre Defensive Midfielder,UNCG,2025-09-27,Training Session,Whole Session,98.0,617.0,4745.0,48.0,3.0,1.0,0.0,0.0,5.7,68.6,0.8,82.0,56.0
Magnus Kjoeller,Centre Defensive Midfielder,UNCG,2025-09-27,Training Session,Whole Session,98.0,527.0,4535.0,46.0,73.0,8.0,0.0,0.0,6.3,78.5,0.8,46.0,37.0
Colton Sessoms,Centre Forward,UNCG,2025-09-27,Training Session,Whole Session,98.0,474.0,3904.0,40.0,128.0,12.0,32.0,3.0,7.5,90.9,0.7,51.0,35.0
Arnaud Tattevin,Centre Forward,UNCG,2025-09-27,Training Session,Whole Session,98.0,616.0,4735.0,48.0,133.0,11.0,7.0,1.0,7.3,83.1,0.8,62.0,37.0
Daniel Longo,Centre Midfielder,UNCG,2025-09-27,Training Session,Whole Session,98.0,591.0,4222.0,43.0,62.0,7.0,0.0,0.0,6.6,83.9,0.7,59.0,46.0
Xavi Wences,Centre Midfielder,UNCG,2025-09-27,Training Session,Whole Session,98.0,1335.0,5285.0,54.0,58.0,9.0,0.0,0.0,6.5,78.3,0.9,99.0,65.0
Steven Hernandez,Left Winger,UNCG,2025-09-27,Training Session,Whole Session,98.0,608.0,4715.0,48.0,115.0,12.0,26.0,3.0,7.6,83.0,0.8,56.0,42.0
Enzo Dovlo,Right Winger,UNCG,2025-09-27,Training Session,Whole Session,98.0,200.0,1847.0,19.0,0.0,0.0,0.0,0.0,4.2,48.2,0.3,6.0,4.0
Adam Rustami,Right Winger,UNCG,2025-09-27,Training Session,Whole Session,98.0,692.0,4751.0,48.0,130.0,11.0,22.0,2.0,7.6,90.2,0.8,75.0,37.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2025-09-28,Training Session,Whole Session,105.0,909.0,6289.0,60.0,87.0,10.0,6.0,1.0,7.0,82.5,1.0,74.0,37.0
Ben,Centre Back,"Defense, UNCG",2025-09-28,Training Session,Whole Session,105.0,783.0,5905.0,56.0,52.0,6.0,0.0,0.0,6.4,79.2,0.9,49.0,36.0
Sami Lachekar,Centre Back,"Defense, UNCG",2025-09-28,Training Session,Whole Session,105.0,718.0,5500.0,52.0,64.0,6.0,0.0,0.0,6.5,76.5,0.9,28.0,18.0
Mason Dancy,Centre Back,"Defense, UNCG",2025-09-28,Training Session,Whole Session,105.0,829.0,5897.0,56.0,99.0,12.0,18.0,2.0,7.5,89.1,0.9,60.0,34.0
Jason Wynia,Centre Back,"Defense, UNCG",2025-09-28,Training Session,Whole Session,105.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0,0.0,0.0
Téva Lossec,Left Back,"Defense, UNCG",2025-09-28,Training Session,Whole Session,105.0,1358.0,7201.0,69.0,323.0,33.0,97.0,9.0,7.9,90.0,1.1,83.0,38.0
bautista schmidt,Left Back,"Defense, UNCG",2025-09-28,Training Session,Whole Session,105.0,915.0,6533.0,62.0,365.0,38.0,51.0,6.0,7.7,97.0,1.0,81.0,68.0
Trym Linberg,Right Back,"Defense, UNCG",2025-09-28,Training Session,Whole Session,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kimito Fritz,Right Back,"Defense, UNCG",2025-09-28,Training Session,Whole Session,105.0,1033.0,6835.0,65.0,282.0,31.0,99.0,7.0,7.9,88.8,1.1,71.0,43.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2025-09-28,Training Session,Whole Session,105.0,990.0,6353.0,61.0,173.0,17.0,7.0,1.0,7.2,87.9,1.0,77.0,52.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2025-09-28,Training Session,Whole Session,105.0,826.0,5541.0,53.0,259.0,23.0,57.0,3.0,7.7,92.8,0.9,39.0,39.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2025-09-28,Training Session,Whole Session,105.0,826.0,5660.0,54.0,101.0,12.0,30.0,3.0,7.4,96.0,0.9,66.0,35.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2025-09-28,Training Session,Whole Session,105.0,1231.0,7144.0,68.0,233.0,24.0,21.0,2.0,7.5,93.1,1.1,73.0,47.0
Issah Haruna,Centre Attacking Midfielder,UNCG,2025-09-28,Training Session,Whole Session,105.0,964.0,5876.0,56.0,171.0,19.0,25.0,3.0,7.7,95.9,0.9,50.0,49.0
Robert elliott,Centre Defensive Midfielder,UNCG,2025-09-28,Training Session,Whole Session,105.0,758.0,5191.0,49.0,51.0,6.0,0.0,0.0,6.3,76.3,0.8,61.0,43.0
julien le bourdoulous,Centre Defensive Midfielder,UNCG,2025-09-28,Training Session,Whole Session,105.0,796.0,5512.0,52.0,43.0,6.0,6.0,1.0,7.0,88.9,0.9,36.0,38.0
Magnus Kjoeller,Centre Defensive Midfielder,UNCG,2025-09-28,Training Session,Whole Session,105.0,802.0,6180.0,59.0,55.0,7.0,0.0,0.0,6.5,80.5,1.0,56.0,28.0
Colton Sessoms,Centre Forward,UNCG,2025-09-28,Training Session,Whole Session,105.0,710.0,5231.0,50.0,239.0,24.0,12.0,2.0,7.3,87.9,0.8,54.0,34.0
Arnaud Tattevin,Centre Forward,UNCG,2025-09-28,Training Session,Whole Session,105.0,1035.0,6397.0,61.0,187.0,22.0,0.0,0.0,6.8,77.6,1.0,47.0,41.0
Xavi Wences,Centre Midfielder,UNCG,2025-09-28,Training Session,Whole Session,105.0,1354.0,5226.0,50.0,70.0,11.0,0.0,0.0,6.6,79.7,0.8,83.0,50.0
Daniel Longo,Centre Midfielder,UNCG,2025-09-28,Training Session,Whole Session,105.0,994.0,6189.0,59.0,142.0,10.0,0.0,0.0,6.9,87.6,1.0,74.0,29.0
Steven Hernandez,Left Winger,UNCG,2025-09-28,Training Session,Whole Session,105.0,822.0,5516.0,53.0,284.0,28.0,49.0,3.0,8.1,89.1,0.9,60.0,47.0
Adam Rustami,Right Winger,UNCG,2025-09-28,Training Session,Whole Session,105.0,1112.0,6853.0,65.0,332.0,33.0,76.0,6.0,7.9,92.9,1.1,63.0,48.0
Enzo Dovlo,Right Winger,UNCG,2025-09-28,Training Session,Whole Session,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sami Lachekar,Centre Back,"Defense, UNCG",2025-09-29,Training Session,Whole Session,80.0,245.0,2879.0,36.0,0.0,0.0,0.0,0.0,4.2,48.9,0.6,18.0,6.0
Ben,Centre Back,"Defense, UNCG",2025-09-29,Training Session,Whole Session,80.0,264.0,2568.0,32.0,0.0,0.0,0.0,0.0,4.7,58.3,0.5,15.0,7.0
Mason Dancy,Centre Back,"Defense, UNCG",2025-09-29,Training Session,Whole Session,80.0,272.0,2513.0,31.0,0.0,0.0,0.0,0.0,4.6,54.5,0.5,12.0,9.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2025-09-29,Training Session,Whole Session,80.0,360.0,3055.0,38.0,18.0,2.0,0.0,0.0,6.5,76.1,0.6,43.0,11.0
Jason Wynia,Centre Back,"Defense, UNCG",2025-09-29,Training Session,Whole Session,80.0,388.0,3401.0,43.0,58.0,6.0,0.0,0.0,6.8,81.2,0.7,24.0,15.0
bautista schmidt,Left Back,"Defense, UNCG",2025-09-29,Training Session,Whole Session,80.0,368.0,3040.0,38.0,106.0,12.0,8.0,1.0,7.0,88.9,0.6,29.0,27.0
Téva Lossec,Left Back,"Defense, UNCG",2025-09-29,Training Session,Whole Session,80.0,613.0,3842.0,48.0,114.0,12.0,11.0,1.0,7.7,87.9,0.8,49.0,31.0
Trym Linberg,Right Back,"Defense, UNCG",2025-09-29,Training Session,Whole Session,80.0,393.0,3083.0,39.0,42.0,5.0,0.0,0.0,6.4,74.5,0.6,33.0,22.0
Kimito Fritz,Right Back,"Defense, UNCG",2025-09-29,Training Session,Whole Session,80.0,565.0,3726.0,47.0,81.0,8.0,0.0,0.0,6.9,77.6,0.8,36.0,22.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2025-09-29,Training Session,Whole Session,80.0,354.0,2888.0,36.0,15.0,1.0,0.0,0.0,6.7,81.1,0.6,31.0,10.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2025-09-29,Training Session,Whole Session,80.0,314.0,2505.0,31.0,52.0,5.0,0.0,0.0,6.7,80.4,0.5,11.0,12.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2025-09-29,Training Session,Whole Session,80.0,294.0,2409.0,30.0,13.0,1.0,0.0,0.0,6.1,78.2,0.5,9.0,9.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2025-09-29,Training Session,Whole Session,80.0,529.0,3612.0,45.0,3.0,1.0,0.0,0.0,6.0,74.3,0.8,42.0,29.0
Issah Haruna,Centre Attacking Midfielder,UNCG,2025-09-29,Training Session,Whole Session,80.0,424.0,2969.0,37.0,6.0,1.0,0.0,0.0,6.1,76.3,0.6,48.0,20.0
Magnus Kjoeller,Centre Defensive Midfielder,UNCG,2025-09-29,Training Session,Whole Session,80.0,334.0,2771.0,35.0,10.0,2.0,0.0,0.0,5.7,71.3,0.6,15.0,15.0
Robert elliott,Centre Defensive Midfielder,UNCG,2025-09-29,Training Session,Whole Session,80.0,244.0,2239.0,28.0,0.0,0.0,0.0,0.0,5.5,67.1,0.5,13.0,4.0
julien le bourdoulous,Centre Defensive Midfielder,UNCG,2025-09-29,Training Session,Whole Session,80.0,365.0,3084.0,39.0,17.0,2.0,0.0,0.0,6.1,77.1,0.6,27.0,16.0
Colton Sessoms,Centre Forward,UNCG,2025-09-29,Training Session,Whole Session,80.0,278.0,2435.0,30.0,39.0,4.0,0.0,0.0,6.3,76.4,0.5,14.0,12.0
Arnaud Tattevin,Centre Forward,UNCG,2025-09-29,Training Session,Whole Session,80.0,555.0,3822.0,48.0,31.0,3.0,0.0,0.0,6.6,75.3,0.8,42.0,25.0
Daniel Longo,Centre Midfielder,UNCG,2025-09-29,Training Session,Whole Session,80.0,543.0,3709.0,46.0,10.0,1.0,0.0,0.0,5.8,74.4,0.8,24.0,18.0
Xavi Wences,Centre Midfielder,UNCG,2025-09-29,Training Session,Whole Session,80.0,398.0,2058.0,26.0,0.0,0.0,0.0,0.0,5.0,60.5,0.4,21.0,19.0
Steven Hernandez,Left Winger,UNCG,2025-09-29,Training Session,Whole Session,80.0,506.0,3495.0,44.0,88.0,10.0,0.0,0.0,6.8,74.3,0.7,37.0,34.0
Enzo Dovlo,Right Winger,UNCG,2025-09-29,Training Session,Whole Session,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Rustami,Right Winger,UNCG,2025-09-29,Training Session,Whole Session,80.0,423.0,3074.0,38.0,50.0,5.0,0.0,0.0,6.5,76.4,0.6,17.0,30.0
Ben,Centre Back,"Defense, UNCG",2025-09-30,Match Session,Whole Session,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Wynia,Centre Back,"Defense, UNCG",2025-09-30,Match Session,Whole Session,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2025-09-30,Match Session,Whole Session,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
